interview__key,interview__id,ip1,ministere,responsable,sexe,heure_fin,sssys_irnd,has__errors,interview__status,assignment__id,responsable_interne,Code_secteur,q1,q2,q3,q4,q5,q6,q7,q8,q81,q82,q9
00000000943,00000000000000000000000943,IP943,Ministère 6,Responsable 943,Homme,14:38,.11223558,0,3,2180,Resp interne 943,7,satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 6,Oui,Défi secteur 5,Défi usagers 4,Non,,,Recommandation 3
00000000944,00000000000000000000000944,IP944,Ministère 16,Responsable 944,Femme,09:23,.46555805,0,1,2151,Resp interne 944,6,satisfait,Non,,,Oui,Défi secteur 4,Défi usagers 6,Non,,,Recommandation 5
00000000945,00000000000000000000000945,IP945,Ministère 14,Responsable 945,Femme,01:20,.54431313,0,3,2135,Resp interne 945,9,tres_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 6,Oui,Défi secteur 10,Défi usagers 8,Oui,faible,Moyenne,Recommandation 3
00000000946,00000000000000000000000946,IP946,Ministère 13,Responsable 946,Homme,22:52,.91217953,0,1,2123,Resp interne 946,5,insatisfait,Non,,,Non,,,Non,,,Recommandation 4
00000000947,00000000000000000000000947,IP947,Ministère 14,Responsable 947,Homme,16:54,.16084409,0,3,2027,Resp interne 947,7,insatisfait,Non,,,Oui,Défi secteur 2,Défi usagers 3,Non,,,Recommandation 13
00000000948,00000000000000000000000948,IP948,Ministère 12,Responsable 948,Homme,22:06,.91028291,0,3,2087,Resp interne 948,3,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 4,Oui,Défi secteur 1,Défi usagers 2,Oui,Élevée,Élevée,Recommandation 17
00000000949,00000000000000000000000949,IP949,Ministère 7,Responsable 949,Femme,22:20,.94183749,0,2,2109,Resp interne 949,8,tres_insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 1,Oui,Défi secteur 3,Défi usagers 3,Oui,Moyenne,faible,Recommandation 3
00000000950,00000000000000000000000950,IP950,Ministère 3,Responsable 950,Homme,10:27,.87164444,0,3,2032,Resp interne 950,3,insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 6,Non,,,Non,,,Recommandation 13
00000000951,00000000000000000000000951,IP951,Ministère 3,Responsable 951,Homme,14:19,.79766595,0,2,2035,Resp interne 951,3,satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 9,Oui,Défi secteur 7,Défi usagers 2,Oui,Élevée,Faible,Recommandation 9
00000000952,00000000000000000000000952,IP952,Ministère 20,Responsable 952,Homme,09:07,.77575046,0,1,2065,Resp interne 952,3,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 7,Non,,,Oui,Faible,Moyenne,Recommandation 6
00000000953,00000000000000000000000953,IP953,Ministère 19,Responsable 953,Homme,18:11,.63504058,0,2,2134,Resp interne 953,9,insatisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 8,Oui,Défi secteur 10,Défi usagers 8,Oui,Élevée,Faible,Recommandation 20
00000000954,00000000000000000000000954,IP954,Ministère 10,Responsable 954,Homme,14:08,.13839836,0,3,2157,Resp interne 954,7,satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 10,Oui,Défi secteur 10,Défi usagers 4,Oui,Moyenne,Faible,Recommandation 3
00000000955,00000000000000000000000955,IP955,Ministère 17,Responsable 955,Homme,00:37,.85020584,0,3,2082,Resp interne 955,3,tres_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 5,Non,,,Oui,Élevée,Moyenne,Recommandation 18
00000000956,00000000000000000000000956,IP956,Ministère 15,Responsable 956,Homme,04:05,.45183253,0,2,2087,Resp interne 956,7,satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 1,Non,,,Oui,Élevée,Faible,Recommandation 20
00000000957,00000000000000000000000957,IP957,Ministère 6,Responsable 957,Homme,04:42,.13515009,0,2,2111,Resp interne 957,3,tres_satisfait,Non,,,Oui,Défi secteur 1,Défi usagers 9,Oui,Moyenne,Faible,Recommandation 20
00000000958,00000000000000000000000958,IP958,Ministère 12,Responsable 958,Femme,15:46,.5872882,0,3,2060,Resp interne 958,6,tres_satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 8,Non,,,Oui,Moyenne,Élevée,Recommandation 13
00000000959,00000000000000000000000959,IP959,Ministère 7,Responsable 959,Homme,19:53,.5417586,0,1,2018,Resp interne 959,4,insatisfait,Non,,,Oui,Défi secteur 10,Défi usagers 3,Oui,Élevée,Moyenne,Recommandation 13
00000000960,00000000000000000000000960,IP960,Ministère 17,Responsable 960,Homme,02:29,.35234985,0,3,2072,Resp interne 960,3,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 6,Oui,Défi secteur 7,Défi usagers 3,Oui,faible,faible,Recommandation 3
00000000961,00000000000000000000000961,IP961,Ministère 12,Responsable 961,Femme,09:03,.16259217,0,1,2140,Resp interne 961,5,tres_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 6,Non,,,Non,,,Recommandation 19
00000000962,00000000000000000000000962,IP962,Ministère 9,Responsable 962,Homme,03:20,.86835223,0,2,2054,Resp interne 962,1,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 6,Oui,Défi secteur 7,Défi usagers 6,Oui,faible,Très,Recommandation 10
00000000963,00000000000000000000000963,IP963,Ministère 9,Responsable 963,Homme,16:43,.11819524,0,1,2117,Resp interne 963,5,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 1,Oui,Défi secteur 3,Défi usagers 5,Non,,,Recommandation 14
00000000964,00000000000000000000000964,IP964,Ministère 7,Responsable 964,Homme,13:28,.58599746,0,3,2138,Resp interne 964,8,insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 2,Oui,Défi secteur 3,Défi usagers 4,Non,,,Recommandation 14
00000000965,00000000000000000000000965,IP965,Ministère 15,Responsable 965,Homme,13:36,.95935255,0,2,2073,Resp interne 965,6,tres_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 4,Oui,Défi secteur 5,Défi usagers 2,Oui,faible,Élevée,Recommandation 11
00000000966,00000000000000000000000966,IP966,Ministère 2,Responsable 966,Femme,01:05,.22252932,0,3,2194,Resp interne 966,6,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 9,Oui,Défi secteur 1,Défi usagers 2,Non,,,Recommandation 6
00000000967,00000000000000000000000967,IP967,Ministère 12,Responsable 967,Homme,08:24,.54501843,0,3,2095,Resp interne 967,9,tres_insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 8,Oui,Défi secteur 7,Défi usagers 8,Non,,,Recommandation 12
00000000968,00000000000000000000000968,IP968,Ministère 7,Responsable 968,Femme,10:59,.62892097,0,1,2192,Resp interne 968,8,insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 2,Non,,,Oui,Très,Élevée,Recommandation 1
00000000969,00000000000000000000000969,IP969,Ministère 12,Responsable 969,Femme,17:33,.77704495,0,2,2048,Resp interne 969,9,satisfait,Non,,,Non,,,Non,,,Recommandation 20
00000000970,00000000000000000000000970,IP970,Ministère 14,Responsable 970,Femme,07:42,.28726444,0,2,2015,Resp interne 970,8,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 9,Défi usagers 6,Oui,Faible,Élevée,Recommandation 11
00000000971,00000000000000000000000971,IP971,Ministère 8,Responsable 971,Homme,12:36,.29426634,0,3,2173,Resp interne 971,4,tres_satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 4,Oui,Défi secteur 5,Défi usagers 8,Oui,Moyenne,Très,Recommandation 10
00000000972,00000000000000000000000972,IP972,Ministère 16,Responsable 972,Femme,22:45,.021706818,0,1,2199,Resp interne 972,5,satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 6,Oui,Défi secteur 10,Défi usagers 7,Non,,,Recommandation 2
00000000973,00000000000000000000000973,IP973,Ministère 6,Responsable 973,Homme,18:21,.91562027,0,3,2198,Resp interne 973,4,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 2,Défi usagers 6,Non,,,Recommandation 5
00000000974,00000000000000000000000974,IP974,Ministère 16,Responsable 974,Homme,16:22,.28766704,0,2,2097,Resp interne 974,4,tres_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 10,Non,,,Oui,Faible,Élevée,Recommandation 4
00000000975,00000000000000000000000975,IP975,Ministère 4,Responsable 975,Femme,00:23,.89904326,0,3,2014,Resp interne 975,1,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 1,Oui,Défi secteur 4,Défi usagers 1,Oui,faible,Très,Recommandation 9
00000000976,00000000000000000000000976,IP976,Ministère 19,Responsable 976,Femme,19:54,.42049065,0,1,2025,Resp interne 976,5,insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 2,Oui,Défi secteur 4,Défi usagers 5,Oui,faible,faible,Recommandation 14
00000000977,00000000000000000000000977,IP977,Ministère 20,Responsable 977,Homme,00:21,.45667559,0,1,2065,Resp interne 977,1,tres_satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 10,Oui,Défi secteur 3,Défi usagers 3,Oui,Élevée,Moyenne,Recommandation 4
00000000978,00000000000000000000000978,IP978,Ministère 14,Responsable 978,Homme,02:22,.52920341,0,2,2083,Resp interne 978,2,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 4,Non,,,Non,,,Recommandation 3
00000000979,00000000000000000000000979,IP979,Ministère 10,Responsable 979,Homme,13:10,.68601257,0,2,2129,Resp interne 979,4,tres_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 5,Oui,Défi secteur 3,Défi usagers 6,Oui,Très,Faible,Recommandation 11
00000000980,00000000000000000000000980,IP980,Ministère 12,Responsable 980,Homme,10:28,.58304715,0,1,2012,Resp interne 980,2,tres_insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 2,Oui,Défi secteur 1,Défi usagers 8,Oui,Moyenne,Très,Recommandation 4
00000000981,00000000000000000000000981,IP981,Ministère 12,Responsable 981,Femme,05:22,.0011898293,0,2,2024,Resp interne 981,1,insatisfait,Non,,,Oui,Défi secteur 4,Défi usagers 4,Oui,Moyenne,Élevée,Recommandation 8
00000000982,00000000000000000000000982,IP982,Ministère 3,Responsable 982,Femme,01:32,.6419363,0,2,2049,Resp interne 982,7,tres_satisfait,Non,,,Oui,Défi secteur 8,Défi usagers 8,Oui,Faible,Très,Recommandation 6
00000000983,00000000000000000000000983,IP983,Ministère 20,Responsable 983,Homme,04:51,.98479146,0,2,2034,Resp interne 983,5,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 5,Oui,Défi secteur 5,Défi usagers 10,Oui,Moyenne,Élevée,Recommandation 19
00000000984,00000000000000000000000984,IP984,Ministère 20,Responsable 984,Homme,16:54,.26269972,0,3,2044,Resp interne 984,2,insatisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 3,Oui,Défi secteur 3,Défi usagers 2,Oui,faible,faible,Recommandation 20
00000000985,00000000000000000000000985,IP985,Ministère 10,Responsable 985,Femme,04:13,.26273009,0,1,2146,Resp interne 985,7,satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 7,Oui,Défi secteur 10,Défi usagers 1,Oui,Moyenne,Élevée,Recommandation 18
00000000986,00000000000000000000000986,IP986,Ministère 18,Responsable 986,Homme,09:46,.69302142,0,2,2032,Resp interne 986,9,satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 2,Oui,Défi secteur 4,Défi usagers 7,Oui,Moyenne,Élevée,Recommandation 11
00000000987,00000000000000000000000987,IP987,Ministère 15,Responsable 987,Femme,07:03,.32860571,0,1,2110,Resp interne 987,2,insatisfait,Non,,,Oui,Défi secteur 8,Défi usagers 5,Non,,,Recommandation 3
00000000988,00000000000000000000000988,IP988,Ministère 3,Responsable 988,Homme,06:38,.55110943,0,1,2178,Resp interne 988,4,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 6,Non,,,Non,,,Recommandation 7
00000000989,00000000000000000000000989,IP989,Ministère 8,Responsable 989,Femme,22:51,.03191774,0,2,2182,Resp interne 989,1,tres_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 9,Non,,,Non,,,Recommandation 7
00000000990,00000000000000000000000990,IP990,Ministère 15,Responsable 990,Femme,18:30,.81733263,0,1,2073,Resp interne 990,3,insatisfait,Non,,,Oui,Défi secteur 4,Défi usagers 1,Non,,,Recommandation 11
00000000991,00000000000000000000000991,IP991,Ministère 20,Responsable 991,Homme,20:44,.026364719,0,3,2029,Resp interne 991,5,satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 10,Non,,,Oui,Très,Faible,Recommandation 11
00000000992,00000000000000000000000992,IP992,Ministère 5,Responsable 992,Femme,02:53,.36385104,0,3,2040,Resp interne 992,2,tres_insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 9,Oui,Défi secteur 6,Défi usagers 4,Non,,,Recommandation 18
00000000993,00000000000000000000000993,IP993,Ministère 2,Responsable 993,Homme,07:23,.90425223,0,2,2041,Resp interne 993,9,tres_satisfait,Non,,,Oui,Défi secteur 8,Défi usagers 8,Oui,Faible,Élevée,Recommandation 2
00000000994,00000000000000000000000994,IP994,Ministère 4,Responsable 994,Homme,14:05,.66014123,0,3,2057,Resp interne 994,5,tres_satisfait,Non,,,Oui,Défi secteur 4,Défi usagers 10,Oui,Élevée,Faible,Recommandation 14
00000000995,00000000000000000000000995,IP995,Ministère 9,Responsable 995,Homme,00:36,.040583327,0,3,2030,Resp interne 995,3,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 9,Oui,Défi secteur 10,Défi usagers 6,Oui,Élevée,Élevée,Recommandation 3
00000000996,00000000000000000000000996,IP996,Ministère 9,Responsable 996,Homme,11:09,.23863156,0,1,2102,Resp interne 996,9,insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 5,Non,,,Oui,faible,Faible,Recommandation 20
00000000997,00000000000000000000000997,IP997,Ministère 15,Responsable 997,Homme,22:46,.48715004,0,2,2183,Resp interne 997,9,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 7,Non,,,Oui,faible,faible,Recommandation 5
00000000998,00000000000000000000000998,IP998,Ministère 2,Responsable 998,Homme,14:11,.50567108,0,3,2165,Resp interne 998,5,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 3,Non,,,Non,,,Recommandation 2
00000000999,00000000000000000000000999,IP999,Ministère 10,Responsable 999,Homme,08:29,.14373332,0,1,2161,Resp interne 999,4,tres_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 10,Non,,,Non,,,Recommandation 2
00000001000,00000000000000000000001000,IP1000,Ministère 20,Responsable 1000,Homme,16:42,.78934741,0,2,2118,Resp interne 1000,8,tres_insatisfait,Non,,,Oui,Défi secteur 4,Défi usagers 8,Non,,,Recommandation 6
00000001001,00000000000000000000001001,IP1001,Ministère 4,Responsable 1001,Femme,02:23,.26799777,0,3,2200,Resp interne 1001,4,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 7,Non,,,Oui,Très,Moyenne,Recommandation 18
00000001002,00000000000000000000001002,IP1002,Ministère 20,Responsable 1002,Homme,13:05,.30935332,0,2,2173,Resp interne 1002,7,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 7,Non,,,Oui,Faible,Très,Recommandation 2
00000001003,00000000000000000000001003,IP1003,Ministère 16,Responsable 1003,Femme,06:10,.062354516,0,3,2185,Resp interne 1003,5,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 6,Non,,,Oui,Moyenne,Très,Recommandation 5
00000001004,00000000000000000000001004,IP1004,Ministère 4,Responsable 1004,Femme,13:03,.19137749,0,1,2059,Resp interne 1004,3,satisfait,Non,,,Non,,,Oui,Très,faible,Recommandation 9
00000001005,00000000000000000000001005,IP1005,Ministère 9,Responsable 1005,Homme,08:36,.1183437,0,2,2023,Resp interne 1005,8,satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 9,Oui,Défi secteur 10,Défi usagers 1,Non,,,Recommandation 11
00000001006,00000000000000000000001006,IP1006,Ministère 10,Responsable 1006,Homme,21:40,.73698759,0,2,2003,Resp interne 1006,3,insatisfait,Non,,,Oui,Défi secteur 3,Défi usagers 9,Non,,,Recommandation 5
00000001007,00000000000000000000001007,IP1007,Ministère 11,Responsable 1007,Homme,19:32,.28761029,0,1,2060,Resp interne 1007,9,tres_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 6,Oui,Défi secteur 1,Défi usagers 6,Oui,Faible,Très,Recommandation 18
00000001008,00000000000000000000001008,IP1008,Ministère 18,Responsable 1008,Homme,01:31,.29353365,0,3,2146,Resp interne 1008,1,tres_satisfait,Non,,,Oui,Défi secteur 9,Défi usagers 5,Oui,faible,Faible,Recommandation 2
00000001009,00000000000000000000001009,IP1009,Ministère 10,Responsable 1009,Homme,05:07,.15760255,0,1,2078,Resp interne 1009,3,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 1,Défi usagers 10,Oui,Moyenne,Très,Recommandation 3
00000001010,00000000000000000000001010,IP1010,Ministère 4,Responsable 1010,Femme,16:23,.8419165,0,2,2023,Resp interne 1010,4,satisfait,Non,,,Non,,,Oui,Très,Très,Recommandation 5
00000001011,00000000000000000000001011,IP1011,Ministère 15,Responsable 1011,Femme,12:02,.8090021,0,1,2065,Resp interne 1011,5,insatisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 6,Oui,Défi secteur 6,Défi usagers 1,Oui,Moyenne,Moyenne,Recommandation 2
00000001012,00000000000000000000001012,IP1012,Ministère 4,Responsable 1012,Femme,09:49,.008121998,0,1,2060,Resp interne 1012,6,tres_insatisfait,Non,,,Oui,Défi secteur 2,Défi usagers 8,Oui,Élevée,Faible,Recommandation 3
00000001013,00000000000000000000001013,IP1013,Ministère 10,Responsable 1013,Femme,03:24,.3763451,0,2,2053,Resp interne 1013,4,insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 9,Oui,Défi secteur 1,Défi usagers 10,Oui,Très,Très,Recommandation 5
00000001014,00000000000000000000001014,IP1014,Ministère 12,Responsable 1014,Homme,10:08,.4141365,0,2,2080,Resp interne 1014,4,ni_insatisfait_ni_satisfait,Non,,,Non,,,Oui,faible,Moyenne,Recommandation 16
00000001015,00000000000000000000001015,IP1015,Ministère 12,Responsable 1015,Homme,11:58,.96674806,0,1,2173,Resp interne 1015,1,tres_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 9,Oui,Défi secteur 8,Défi usagers 4,Oui,faible,Très,Recommandation 15
00000001016,00000000000000000000001016,IP1016,Ministère 16,Responsable 1016,Femme,23:34,.88480127,0,2,2025,Resp interne 1016,2,tres_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 9,Non,,,Oui,Moyenne,Moyenne,Recommandation 2
00000001017,00000000000000000000001017,IP1017,Ministère 3,Responsable 1017,Femme,09:52,.81597924,0,3,2038,Resp interne 1017,2,tres_insatisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 6,Oui,Défi secteur 5,Défi usagers 8,Non,,,Recommandation 11
00000001018,00000000000000000000001018,IP1018,Ministère 4,Responsable 1018,Femme,05:31,.32126969,0,3,2101,Resp interne 1018,3,tres_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 9,Oui,Défi secteur 9,Défi usagers 10,Oui,faible,Très,Recommandation 10
00000001019,00000000000000000000001019,IP1019,Ministère 14,Responsable 1019,Homme,17:58,.65747952,0,3,2022,Resp interne 1019,5,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 2,Non,,,Oui,Élevée,Élevée,Recommandation 9
00000001020,00000000000000000000001020,IP1020,Ministère 14,Responsable 1020,Femme,02:02,.53800493,0,2,2178,Resp interne 1020,6,tres_satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 2,Oui,Défi secteur 7,Défi usagers 8,Oui,Faible,faible,Recommandation 2
00000001021,00000000000000000000001021,IP1021,Ministère 20,Responsable 1021,Femme,01:05,.83210206,0,2,2010,Resp interne 1021,4,insatisfait,Non,,,Oui,Défi secteur 7,Défi usagers 2,Oui,Élevée,faible,Recommandation 11
00000001022,00000000000000000000001022,IP1022,Ministère 14,Responsable 1022,Femme,06:50,.38068017,0,1,2062,Resp interne 1022,2,satisfait,Non,,,Oui,Défi secteur 6,Défi usagers 6,Oui,Faible,Élevée,Recommandation 3
00000001023,00000000000000000000001023,IP1023,Ministère 11,Responsable 1023,Homme,04:41,.12427507,0,2,2041,Resp interne 1023,7,insatisfait,Non,,,Non,,,Oui,faible,Faible,Recommandation 16
00000001024,00000000000000000000001024,IP1024,Ministère 13,Responsable 1024,Homme,19:09,.61790794,0,3,2007,Resp interne 1024,2,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 2,Oui,Défi secteur 3,Défi usagers 10,Non,,,Recommandation 9
00000001025,00000000000000000000001025,IP1025,Ministère 3,Responsable 1025,Femme,19:27,.033513337,0,2,2136,Resp interne 1025,1,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 5,Oui,Défi secteur 3,Défi usagers 7,Oui,faible,Moyenne,Recommandation 20
00000001026,00000000000000000000001026,IP1026,Ministère 14,Responsable 1026,Homme,17:40,.65929478,0,1,2103,Resp interne 1026,3,insatisfait,Non,,,Oui,Défi secteur 6,Défi usagers 4,Oui,faible,Élevée,Recommandation 17
00000001027,00000000000000000000001027,IP1027,Ministère 11,Responsable 1027,Femme,12:39,.22443067,0,2,2065,Resp interne 1027,5,satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 4,Non,,,Non,,,Recommandation 2
00000001028,00000000000000000000001028,IP1028,Ministère 18,Responsable 1028,Homme,20:02,.59372789,0,2,2084,Resp interne 1028,7,tres_insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 7,Oui,Défi secteur 10,Défi usagers 4,Non,,,Recommandation 4
00000001029,00000000000000000000001029,IP1029,Ministère 3,Responsable 1029,Homme,21:26,.055139732,0,1,2025,Resp interne 1029,3,tres_satisfait,Non,,,Oui,Défi secteur 6,Défi usagers 10,Oui,Faible,Faible,Recommandation 12
00000001030,00000000000000000000001030,IP1030,Ministère 2,Responsable 1030,Homme,04:48,.38882247,0,3,2166,Resp interne 1030,6,tres_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 3,Oui,Défi secteur 6,Défi usagers 8,Oui,faible,Faible,Recommandation 15
00000001031,00000000000000000000001031,IP1031,Ministère 18,Responsable 1031,Homme,18:26,.7291007,0,1,2038,Resp interne 1031,6,tres_satisfait,Non,,,Oui,Défi secteur 6,Défi usagers 7,Non,,,Recommandation 14
00000001032,00000000000000000000001032,IP1032,Ministère 17,Responsable 1032,Homme,11:08,.69962174,0,3,2101,Resp interne 1032,3,tres_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 10,Oui,Défi secteur 10,Défi usagers 6,Oui,faible,Faible,Recommandation 1
00000001033,00000000000000000000001033,IP1033,Ministère 13,Responsable 1033,Femme,20:22,.75197732,0,1,2089,Resp interne 1033,2,tres_insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 6,Oui,Défi secteur 8,Défi usagers 9,Oui,faible,Très,Recommandation 12
00000001034,00000000000000000000001034,IP1034,Ministère 14,Responsable 1034,Homme,19:54,.5711292,0,3,2138,Resp interne 1034,6,tres_satisfait,Non,,,Non,,,Oui,Faible,Moyenne,Recommandation 5
00000001035,00000000000000000000001035,IP1035,Ministère 2,Responsable 1035,Homme,10:50,.98717809,0,2,2102,Resp interne 1035,5,ni_insatisfait_ni_satisfait,Non,,,Non,,,Oui,faible,Élevée,Recommandation 15
00000001036,00000000000000000000001036,IP1036,Ministère 12,Responsable 1036,Femme,07:50,.47866943,0,2,2178,Resp interne 1036,5,satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 9,Oui,Défi secteur 2,Défi usagers 7,Non,,,Recommandation 18
00000001037,00000000000000000000001037,IP1037,Ministère 1,Responsable 1037,Homme,06:18,.14360212,0,3,2011,Resp interne 1037,6,satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 7,Oui,Défi secteur 9,Défi usagers 10,Oui,Très,Moyenne,Recommandation 16
00000001038,00000000000000000000001038,IP1038,Ministère 15,Responsable 1038,Homme,10:03,.48425812,0,3,2013,Resp interne 1038,9,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 3,Défi usagers 5,Oui,faible,Élevée,Recommandation 14
00000001039,00000000000000000000001039,IP1039,Ministère 8,Responsable 1039,Homme,22:34,.35059926,0,1,2113,Resp interne 1039,2,satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 8,Non,,,Oui,Moyenne,Moyenne,Recommandation 17
00000001040,00000000000000000000001040,IP1040,Ministère 9,Responsable 1040,Femme,19:01,.91057771,0,3,2117,Resp interne 1040,1,insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 5,Oui,Défi secteur 4,Défi usagers 10,Oui,Moyenne,Élevée,Recommandation 17
00000001041,00000000000000000000001041,IP1041,Ministère 2,Responsable 1041,Femme,21:52,.26483455,0,2,2037,Resp interne 1041,6,insatisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 1,Non,,,Oui,Très,faible,Recommandation 18
00000001042,00000000000000000000001042,IP1042,Ministère 5,Responsable 1042,Homme,05:41,.24148856,0,1,2130,Resp interne 1042,9,satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 5,Oui,Défi secteur 9,Défi usagers 10,Oui,Moyenne,Moyenne,Recommandation 20
00000001043,00000000000000000000001043,IP1043,Ministère 20,Responsable 1043,Homme,13:23,.60911542,0,2,2152,Resp interne 1043,6,tres_satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 7,Oui,Défi secteur 1,Défi usagers 1,Oui,faible,Élevée,Recommandation 8
00000001044,00000000000000000000001044,IP1044,Ministère 12,Responsable 1044,Homme,16:45,.019728029,0,3,2192,Resp interne 1044,4,tres_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 10,Oui,Défi secteur 7,Défi usagers 10,Non,,,Recommandation 17
00000001045,00000000000000000000001045,IP1045,Ministère 8,Responsable 1045,Homme,06:23,.37494218,0,1,2156,Resp interne 1045,6,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 8,Oui,Défi secteur 5,Défi usagers 3,Oui,Faible,Très,Recommandation 14
00000001046,00000000000000000000001046,IP1046,Ministère 1,Responsable 1046,Homme,08:02,.09832938,0,1,2065,Resp interne 1046,8,insatisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 4,Non,,,Oui,faible,Moyenne,Recommandation 9
00000001047,00000000000000000000001047,IP1047,Ministère 5,Responsable 1047,Femme,00:18,.15157795,0,3,2020,Resp interne 1047,4,insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 8,Non,,,Non,,,Recommandation 14
00000001048,00000000000000000000001048,IP1048,Ministère 13,Responsable 1048,Femme,21:19,.70647979,0,3,2146,Resp interne 1048,7,insatisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 5,Oui,Défi secteur 8,Défi usagers 3,Oui,faible,Faible,Recommandation 14
00000001049,00000000000000000000001049,IP1049,Ministère 8,Responsable 1049,Homme,06:17,.10316271,0,2,2015,Resp interne 1049,7,tres_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 5,Oui,Défi secteur 8,Défi usagers 2,Oui,faible,Faible,Recommandation 4
