interview__key,interview__id,ip1,localite,structure,code_ppsp,intitule_ppsp,code_agent,sexe_agent_interv,age,handicap_agent_interv,annee_prise_poste,sssys_irnd,has__errors,interview__status,assignment__id,secteur,Code_secteur,qa21,qa22,qa23,qa31,qa32,qa33,qa34,qa35,qa41,qa42,qa43
00000004784,00000000000000000004784000,IP_4784,LOC184,Structure_134,414,PPSP_414,1144,Homme,60,Non,1997,.92807788,0,130,1581,Secteur_2,7,Oui,Oui,Oui,Satisfait,Satisfait,Très insatisfait,Satisfait,Motivé,oui,Oui,Oui
00000004785,00000000000000000004785000,IP_4785,LOC185,Structure_135,406,PPSP_406,1352,Homme,56,Non,2004,.16797164,0,68,1731,Secteur_3,9,Oui,Oui,Non,Satisfait,Très satisfait,Très insatisfait,Satisfait,Pas dutout motivé,non,Non,Oui
00000004786,00000000000000000004786000,IP_4786,LOC186,Structure_136,692,PPSP_692,1677,Homme,44,Non,2000,.69863898,0,109,1579,Secteur_2,2,Non,Oui,Oui,Satisfait,Très insatisfait,Très satisfait,Très insatisfait,Pas dutout motivé,non,Oui,Oui
00000004787,00000000000000000004787000,IP_4787,LOC187,Structure_137,953,PPSP_953,1092,Femme,28,Non,1988,.042254616,0,76,1853,Secteur_5,8,Non,Oui,Non,Très insatisfait,Très satisfait,Très satisfait,Très satisfait,Pas dutout motivé,oui,Non,Oui
00000004788,00000000000000000004788000,IP_4788,LOC188,Structure_138,773,PPSP_773,807,Femme,39,Non,1999,.7262435,0,113,1829,Secteur_2,4,Oui,Non,Oui,Très insatisfait,Très satisfait,Très satisfait,Satisfait,Motivé,non,Oui,Non
00000004789,00000000000000000004789000,IP_4789,LOC189,Structure_139,945,PPSP_945,362,Homme,39,Non,1996,.64324337,0,75,1534,Secteur_6,2,Oui,Oui,Oui,Satisfait,Satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,non,Oui,Oui
00000004790,00000000000000000004790000,IP_4790,LOC190,Structure_140,923,PPSP_923,2022,Homme,56,Non,2020,.76855004,0,102,1465,Secteur_5,9,Oui,Oui,Non,Satisfait,Satisfait,Très insatisfait,Très satisfait,Un peu motivé,pas du tout,Oui,Non
00000004791,00000000000000000004791000,IP_4791,LOC191,Structure_141,422,PPSP_422,935,Femme,22,Non,1991,.92809248,0,89,1492,Secteur_5,1,Oui,Oui,Non,Très insatisfait,Satisfait,Très satisfait,Satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000004792,00000000000000000004792000,IP_4792,LOC192,Structure_142,940,PPSP_940,1627,Homme,44,Non,2009,.64050877,0,93,1683,Secteur_5,2,Oui,Oui,Oui,Très insatisfait,Satisfait,Très insatisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Oui
00000004793,00000000000000000004793000,IP_4793,LOC193,Structure_143,709,PPSP_709,817,Femme,53,Non,1998,.37299451,0,93,1540,Secteur_2,8,Non,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,non,Oui,Non
00000004794,00000000000000000004794000,IP_4794,LOC194,Structure_144,73,PPSP_73,1749,Femme,48,Non,2008,.52924335,0,119,1614,Secteur_7,1,Oui,Non,Oui,Très satisfait,Très satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,non,Oui,Non
00000004795,00000000000000000004795000,IP_4795,LOC195,Structure_145,952,PPSP_952,170,Homme,55,Oui,2024,.45408237,0,104,1487,Secteur_3,9,Oui,Oui,Non,Très insatisfait,Très satisfait,Très insatisfait,Satisfait,Un peu motivé,non,Non,Non
00000004796,00000000000000000004796000,IP_4796,LOC196,Structure_146,300,PPSP_300,162,Femme,40,Non,1987,.59665757,0,78,1489,Secteur_2,9,Non,Non,Non,Très insatisfait,Très satisfait,Très satisfait,Très insatisfait,Un peu motivé,oui,Oui,Oui
00000004797,00000000000000000004797000,IP_4797,LOC197,Structure_147,938,PPSP_938,1958,Femme,24,Non,1994,.51700783,0,107,1773,Secteur_6,9,Oui,Non,Oui,Satisfait,Très insatisfait,Très insatisfait,Satisfait,Pas dutout motivé,non,Non,Oui
00000004798,00000000000000000004798000,IP_4798,LOC198,Structure_148,698,PPSP_698,1366,Femme,47,Non,2018,.93893492,0,124,1465,Secteur_2,2,Non,Non,Non,Très satisfait,Très insatisfait,Très satisfait,Très insatisfait,Motivé,non,Non,Oui
00000004799,00000000000000000004799000,IP_4799,LOC199,Structure_149,6,PPSP_6,1477,Femme,34,Oui,2024,.72839355,0,75,1783,Secteur_4,4,Non,Non,Oui,Satisfait,Très insatisfait,Très satisfait,Très insatisfait,Motivé,non,Oui,Non
00000004800,00000000000000000004800000,IP_4800,LOC0,Structure_0,498,PPSP_498,144,Homme,41,Non,2023,.81268775,0,101,1643,Secteur_7,4,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Très satisfait,Motivé,pas du tout,Oui,Oui
00000004801,00000000000000000004801000,IP_4801,LOC1,Structure_1,193,PPSP_193,151,Femme,38,Non,2004,.16686901,0,91,1804,Secteur_5,3,Non,Oui,Non,Très satisfait,Satisfait,Satisfait,Satisfait,Motivé,non,Oui,Non
00000004802,00000000000000000004802000,IP_4802,LOC2,Structure_2,58,PPSP_58,1705,Femme,58,Non,1989,.86413616,0,88,1753,Secteur_5,9,Non,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Satisfait,Pas dutout motivé,non,Oui,Oui
00000004803,00000000000000000004803000,IP_4803,LOC3,Structure_3,610,PPSP_610,772,Femme,55,Non,2018,.54785252,0,104,1548,Secteur_8,9,Non,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Très insatisfait,Motivé,oui,Oui,Non
00000004804,00000000000000000004804000,IP_4804,LOC4,Structure_4,202,PPSP_202,1113,Homme,47,Oui,2022,.10492212,0,125,1765,Secteur_9,5,Non,Non,Oui,Satisfait,Satisfait,Très insatisfait,Très satisfait,Motivé,pas du tout,Oui,Oui
00000004805,00000000000000000004805000,IP_4805,LOC5,Structure_5,552,PPSP_552,255,Femme,33,Non,2002,.22717139,0,126,1537,Secteur_6,4,Oui,Oui,Non,Très insatisfait,Satisfait,Très insatisfait,Très insatisfait,Un peu motivé,non,Non,Oui
00000004806,00000000000000000004806000,IP_4806,LOC6,Structure_6,721,PPSP_721,1289,Femme,22,Non,2018,.32736412,0,70,1686,Secteur_4,6,Oui,Non,Oui,Très satisfait,Satisfait,Satisfait,Très satisfait,Motivé,pas du tout,Oui,Non
00000004807,00000000000000000004807000,IP_4807,LOC7,Structure_7,233,PPSP_233,1071,Femme,54,Non,2006,.43421483,0,112,1470,Secteur_1,1,Oui,Oui,Non,Satisfait,Satisfait,Très satisfait,Satisfait,Un peu motivé,pas du tout,Oui,Non
00000004808,00000000000000000004808000,IP_4808,LOC8,Structure_8,919,PPSP_919,1506,Femme,53,Non,1986,.47494221,0,100,1825,Secteur_2,4,Oui,Non,Oui,Satisfait,Très insatisfait,Satisfait,Satisfait,Un peu motivé,pas du tout,Oui,Oui
00000004809,00000000000000000004809000,IP_4809,LOC9,Structure_9,218,PPSP_218,1355,Femme,53,Non,2015,.92667878,0,116,1715,Secteur_5,3,Oui,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Très satisfait,Pas dutout motivé,oui,Oui,Oui
00000004810,00000000000000000004810000,IP_4810,LOC10,Structure_10,307,PPSP_307,1391,Homme,22,Non,2013,.024482816,0,68,1631,Secteur_6,1,Oui,Oui,Non,Très satisfait,Satisfait,Très insatisfait,Très satisfait,Motivé,oui,Non,Oui
00000004811,00000000000000000004811000,IP_4811,LOC11,Structure_11,736,PPSP_736,1860,Homme,47,Non,2006,.26801059,0,95,1512,Secteur_8,8,Oui,Non,Non,Très satisfait,Satisfait,Satisfait,Satisfait,Pas dutout motivé,non,Non,Non
00000004812,00000000000000000004812000,IP_4812,LOC12,Structure_12,605,PPSP_605,420,Femme,54,Non,2021,.82637429,0,103,1772,Secteur_4,8,Non,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très satisfait,Pas dutout motivé,oui,Non,Non
00000004813,00000000000000000004813000,IP_4813,LOC13,Structure_13,187,PPSP_187,1558,Femme,40,Non,2011,.054441027,0,72,1512,Secteur_4,6,Oui,Non,Non,Satisfait,Satisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Non,Non
00000004814,00000000000000000004814000,IP_4814,LOC14,Structure_14,700,PPSP_700,1209,Femme,28,Non,2022,.11412083,0,104,1688,Secteur_1,3,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Satisfait,Motivé,oui,Non,Oui
00000004815,00000000000000000004815000,IP_4815,LOC15,Structure_15,822,PPSP_822,1431,Homme,56,Non,2024,.067743838,0,129,1644,Secteur_8,4,Non,Non,Oui,Très satisfait,Très satisfait,Satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Non
00000004816,00000000000000000004816000,IP_4816,LOC16,Structure_16,978,PPSP_978,540,Homme,43,Non,2012,.77371311,0,80,1442,Secteur_2,4,Oui,Non,Oui,Satisfait,Satisfait,Satisfait,Très insatisfait,Motivé,oui,Non,Oui
00000004817,00000000000000000004817000,IP_4817,LOC17,Structure_17,94,PPSP_94,1152,Femme,23,Oui,1994,.56814677,0,99,1687,Secteur_6,6,Oui,Non,Non,Très insatisfait,Satisfait,Très satisfait,Satisfait,Motivé,oui,Oui,Non
00000004818,00000000000000000004818000,IP_4818,LOC18,Structure_18,164,PPSP_164,1261,Femme,45,Non,1995,.32870185,0,124,1661,Secteur_2,7,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très insatisfait,Très satisfait,Un peu motivé,oui,Non,Non
00000004819,00000000000000000004819000,IP_4819,LOC19,Structure_19,908,PPSP_908,738,Homme,56,Non,1994,.040991426,0,96,1741,Secteur_3,8,Oui,Oui,Oui,Satisfait,Très insatisfait,Très insatisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000004820,00000000000000000004820000,IP_4820,LOC20,Structure_20,505,PPSP_505,1119,Femme,41,Non,2019,.40529627,0,93,1481,Secteur_5,2,Oui,Oui,Oui,Très insatisfait,Très satisfait,Satisfait,Satisfait,Motivé,non,Oui,Oui
00000004821,00000000000000000004821000,IP_4821,LOC21,Structure_21,282,PPSP_282,754,Femme,51,Non,2016,.12986892,0,125,1770,Secteur_8,9,Non,Non,Oui,Satisfait,Très satisfait,Très insatisfait,Très insatisfait,Motivé,pas du tout,Oui,Non
00000004822,00000000000000000004822000,IP_4822,LOC22,Structure_22,903,PPSP_903,1851,Femme,44,Non,2000,.69321227,0,99,1853,Secteur_2,8,Oui,Oui,Non,Très insatisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,pas du tout,Oui,Oui
00000004823,00000000000000000004823000,IP_4823,LOC23,Structure_23,925,PPSP_925,569,Homme,28,Non,1995,.8046186,0,74,1520,Secteur_3,2,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Très satisfait,Pas dutout motivé,oui,Oui,Oui
00000004824,00000000000000000004824000,IP_4824,LOC24,Structure_24,887,PPSP_887,1909,Femme,47,Non,2014,.11298123,0,67,1489,Secteur_3,5,Oui,Oui,Oui,Satisfait,Satisfait,Très satisfait,Satisfait,Un peu motivé,pas du tout,Non,Non
00000004825,00000000000000000004825000,IP_4825,LOC25,Structure_25,874,PPSP_874,952,Homme,26,Oui,1993,.40576175,0,89,1496,Secteur_7,1,Non,Oui,Oui,Satisfait,Satisfait,Très insatisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000004826,00000000000000000004826000,IP_4826,LOC26,Structure_26,336,PPSP_336,1504,Homme,31,Non,2008,.12057045,0,109,1639,Secteur_7,3,Non,Non,Oui,Satisfait,Très satisfait,Très satisfait,Satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000004827,00000000000000000004827000,IP_4827,LOC27,Structure_27,112,PPSP_112,1364,Homme,28,Non,2009,.0038516489,0,126,1844,Secteur_9,9,Non,Oui,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000004828,00000000000000000004828000,IP_4828,LOC28,Structure_28,465,PPSP_465,1641,Homme,35,Oui,1993,.83264196,0,129,1521,Secteur_9,3,Oui,Non,Non,Très insatisfait,Très insatisfait,Satisfait,Très satisfait,Un peu motivé,oui,Non,Oui
00000004829,00000000000000000004829000,IP_4829,LOC29,Structure_29,272,PPSP_272,1965,Homme,55,Non,2008,.25798953,0,99,1587,Secteur_3,8,Non,Oui,Non,Très satisfait,Très satisfait,Très satisfait,Satisfait,Pas dutout motivé,oui,Non,Oui
00000004830,00000000000000000004830000,IP_4830,LOC30,Structure_30,432,PPSP_432,1115,Femme,46,Non,1985,.37971172,0,110,1528,Secteur_6,3,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Très satisfait,Motivé,oui,Non,Non
00000004831,00000000000000000004831000,IP_4831,LOC31,Structure_31,24,PPSP_24,1104,Femme,58,Non,2020,.8579461,0,72,1493,Secteur_8,7,Non,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Très insatisfait,Motivé,non,Oui,Non
00000004832,00000000000000000004832000,IP_4832,LOC32,Structure_32,49,PPSP_49,1553,Femme,34,Non,2014,.25186175,0,122,1544,Secteur_7,8,Non,Oui,Oui,Satisfait,Satisfait,Satisfait,Satisfait,Un peu motivé,pas du tout,Oui,Non
00000004833,00000000000000000004833000,IP_4833,LOC33,Structure_33,273,PPSP_273,1444,Homme,45,Non,2000,.84168476,0,87,1730,Secteur_9,8,Oui,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Satisfait,Pas dutout motivé,pas du tout,Non,Oui
00000004834,00000000000000000004834000,IP_4834,LOC34,Structure_34,214,PPSP_214,1310,Femme,24,Non,2011,.25665724,0,96,1669,Secteur_6,5,Oui,Non,Oui,Très insatisfait,Très satisfait,Très satisfait,Satisfait,Pas dutout motivé,oui,Non,Non
00000004835,00000000000000000004835000,IP_4835,LOC35,Structure_35,186,PPSP_186,270,Femme,46,Non,2014,.8663379,0,77,1562,Secteur_8,4,Non,Oui,Non,Satisfait,Très insatisfait,Très insatisfait,Très satisfait,Motivé,non,Oui,Oui
00000004836,00000000000000000004836000,IP_4836,LOC36,Structure_36,542,PPSP_542,1699,Homme,41,Non,1991,.75443298,0,112,1733,Secteur_8,4,Oui,Oui,Oui,Satisfait,Satisfait,Très satisfait,Très insatisfait,Motivé,non,Oui,Non
00000004837,00000000000000000004837000,IP_4837,LOC37,Structure_37,577,PPSP_577,1336,Femme,47,Non,2022,.12377135,0,108,1542,Secteur_3,9,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très insatisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000004838,00000000000000000004838000,IP_4838,LOC38,Structure_38,417,PPSP_417,470,Femme,31,Non,1985,.85922515,0,118,1844,Secteur_2,2,Oui,Non,Oui,Satisfait,Satisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000004839,00000000000000000004839000,IP_4839,LOC39,Structure_39,979,PPSP_979,1613,Homme,42,Non,2000,.85925186,0,107,1748,Secteur_7,2,Non,Oui,Oui,Très insatisfait,Satisfait,Très satisfait,Satisfait,Un peu motivé,pas du tout,Oui,Non
00000004840,00000000000000000004840000,IP_4840,LOC40,Structure_40,520,PPSP_520,167,Femme,44,Non,2007,.32511514,0,82,1574,Secteur_4,9,Oui,Oui,Oui,Satisfait,Très satisfait,Très satisfait,Très insatisfait,Motivé,oui,Oui,Non
00000004841,00000000000000000004841000,IP_4841,LOC41,Structure_41,601,PPSP_601,433,Homme,25,Non,2005,.95780158,0,123,1845,Secteur_1,6,Oui,Non,Non,Satisfait,Très insatisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,non,Oui,Non
00000004842,00000000000000000004842000,IP_4842,LOC42,Structure_42,826,PPSP_826,29,Homme,30,Non,1985,.79398996,0,84,1609,Secteur_8,4,Non,Oui,Oui,Satisfait,Très satisfait,Très satisfait,Très insatisfait,Motivé,oui,Non,Non
00000004843,00000000000000000004843000,IP_4843,LOC43,Structure_43,945,PPSP_945,1455,Homme,51,Non,2001,.220897,0,76,1585,Secteur_8,4,Oui,Oui,Non,Très satisfait,Très insatisfait,Satisfait,Satisfait,Motivé,non,Non,Non
00000004844,00000000000000000004844000,IP_4844,LOC44,Structure_44,476,PPSP_476,1313,Homme,59,Non,2017,.05421517,0,91,1452,Secteur_6,4,Oui,Non,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Oui
00000004845,00000000000000000004845000,IP_4845,LOC45,Structure_45,827,PPSP_827,563,Femme,25,Non,1995,.99367946,0,118,1756,Secteur_1,5,Non,Non,Oui,Très insatisfait,Satisfait,Satisfait,Très satisfait,Motivé,pas du tout,Oui,Non
00000004846,00000000000000000004846000,IP_4846,LOC46,Structure_46,702,PPSP_702,379,Femme,22,Non,2002,.097160749,0,118,1653,Secteur_5,5,Oui,Oui,Oui,Très insatisfait,Très satisfait,Très insatisfait,Satisfait,Motivé,oui,Oui,Non
00000004847,00000000000000000004847000,IP_4847,LOC47,Structure_47,763,PPSP_763,470,Femme,25,Non,2005,.61945492,0,107,1671,Secteur_9,4,Non,Non,Oui,Très insatisfait,Très satisfait,Très satisfait,Très insatisfait,Motivé,non,Non,Oui
00000004848,00000000000000000004848000,IP_4848,LOC48,Structure_48,573,PPSP_573,692,Homme,48,Non,1986,.92691058,0,67,1762,Secteur_8,8,Non,Oui,Non,Très insatisfait,Très insatisfait,Très insatisfait,Très satisfait,Un peu motivé,non,Non,Oui
00000004849,00000000000000000004849000,IP_4849,LOC49,Structure_49,921,PPSP_921,1805,Femme,49,Oui,1988,.87953854,0,66,1694,Secteur_2,1,Non,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Satisfait,Motivé,oui,Non,Non
00000004850,00000000000000000004850000,IP_4850,LOC50,Structure_50,506,PPSP_506,683,Femme,24,Non,2017,.24167381,0,120,1672,Secteur_1,9,Oui,Oui,Oui,Très satisfait,Satisfait,Satisfait,Satisfait,Motivé,oui,Oui,Oui
00000004851,00000000000000000004851000,IP_4851,LOC51,Structure_51,700,PPSP_700,41,Homme,59,Non,2015,.34025162,0,98,1797,Secteur_6,2,Non,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Très satisfait,Motivé,pas du tout,Oui,Oui
00000004852,00000000000000000004852000,IP_4852,LOC52,Structure_52,504,PPSP_504,1081,Homme,24,Non,1989,.65836036,0,71,1781,Secteur_9,9,Non,Oui,Oui,Satisfait,Satisfait,Satisfait,Satisfait,Un peu motivé,oui,Oui,Oui
00000004853,00000000000000000004853000,IP_4853,LOC53,Structure_53,292,PPSP_292,18,Homme,55,Non,2000,.50401634,0,87,1611,Secteur_6,5,Oui,Oui,Oui,Très insatisfait,Très satisfait,Très insatisfait,Satisfait,Pas dutout motivé,non,Non,Non
00000004854,00000000000000000004854000,IP_4854,LOC54,Structure_54,640,PPSP_640,932,Homme,49,Non,2012,.53828472,0,130,1533,Secteur_7,5,Oui,Oui,Oui,Très satisfait,Satisfait,Satisfait,Satisfait,Un peu motivé,non,Non,Non
00000004855,00000000000000000004855000,IP_4855,LOC55,Structure_55,719,PPSP_719,1617,Homme,39,Non,1985,.54001004,0,80,1626,Secteur_7,1,Oui,Non,Non,Très satisfait,Très satisfait,Très insatisfait,Très satisfait,Motivé,non,Oui,Oui
00000004856,00000000000000000004856000,IP_4856,LOC56,Structure_56,94,PPSP_94,1341,Homme,48,Non,2023,.57888573,0,74,1559,Secteur_9,7,Oui,Non,Oui,Très satisfait,Satisfait,Très insatisfait,Très insatisfait,Un peu motivé,oui,Non,Oui
00000004857,00000000000000000004857000,IP_4857,LOC57,Structure_57,771,PPSP_771,1011,Femme,37,Non,1985,.042631198,0,125,1733,Secteur_6,6,Oui,Oui,Oui,Très insatisfait,Satisfait,Satisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000004858,00000000000000000004858000,IP_4858,LOC58,Structure_58,568,PPSP_568,329,Homme,27,Non,2024,.63483268,0,115,1495,Secteur_7,8,Non,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,non,Oui,Oui
00000004859,00000000000000000004859000,IP_4859,LOC59,Structure_59,929,PPSP_929,1084,Homme,29,Non,2018,.044986285,0,90,1486,Secteur_9,7,Non,Non,Oui,Très insatisfait,Satisfait,Très satisfait,Satisfait,Motivé,non,Oui,Non
00000004860,00000000000000000004860000,IP_4860,LOC60,Structure_60,69,PPSP_69,1979,Femme,22,Oui,2022,.64253169,0,104,1695,Secteur_1,4,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très satisfait,Motivé,oui,Oui,Non
00000004861,00000000000000000004861000,IP_4861,LOC61,Structure_61,49,PPSP_49,471,Homme,28,Non,2018,.35535035,0,116,1445,Secteur_9,5,Oui,Oui,Non,Très insatisfait,Satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,non,Non,Oui
00000004862,00000000000000000004862000,IP_4862,LOC62,Structure_62,772,PPSP_772,677,Homme,38,Non,2010,.52302378,0,99,1553,Secteur_4,4,Oui,Non,Oui,Très satisfait,Très insatisfait,Très satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000004863,00000000000000000004863000,IP_4863,LOC63,Structure_63,752,PPSP_752,1384,Femme,32,Non,2016,.15713704,0,85,1505,Secteur_1,1,Non,Non,Oui,Très satisfait,Satisfait,Satisfait,Très satisfait,Un peu motivé,pas du tout,Oui,Oui
00000004864,00000000000000000004864000,IP_4864,LOC64,Structure_64,356,PPSP_356,586,Femme,30,Non,2001,.70703578,0,112,1669,Secteur_2,1,Oui,Non,Oui,Très satisfait,Satisfait,Très satisfait,Très insatisfait,Un peu motivé,oui,Oui,Oui
00000004865,00000000000000000004865000,IP_4865,LOC65,Structure_65,54,PPSP_54,1386,Homme,46,Oui,2019,.96638197,0,93,1765,Secteur_1,7,Oui,Oui,Oui,Satisfait,Très insatisfait,Très satisfait,Satisfait,Un peu motivé,oui,Oui,Oui
00000004866,00000000000000000004866000,IP_4866,LOC66,Structure_66,300,PPSP_300,1630,Homme,38,Non,2013,.67632711,0,75,1697,Secteur_4,7,Non,Oui,Oui,Très insatisfait,Très insatisfait,Satisfait,Très satisfait,Un peu motivé,non,Non,Oui
00000004867,00000000000000000004867000,IP_4867,LOC67,Structure_67,69,PPSP_69,1337,Femme,26,Non,2014,.74897414,0,75,1587,Secteur_1,6,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000004868,00000000000000000004868000,IP_4868,LOC68,Structure_68,825,PPSP_825,1047,Homme,55,Non,2016,.041868042,0,112,1639,Secteur_2,4,Oui,Oui,Non,Satisfait,Très insatisfait,Très satisfait,Satisfait,Motivé,non,Oui,Non
00000004869,00000000000000000004869000,IP_4869,LOC69,Structure_69,412,PPSP_412,520,Homme,49,Non,2020,.84039748,0,112,1768,Secteur_8,4,Oui,Oui,Oui,Satisfait,Satisfait,Très insatisfait,Très satisfait,Un peu motivé,oui,Oui,Oui
00000004870,00000000000000000004870000,IP_4870,LOC70,Structure_70,858,PPSP_858,966,Homme,45,Non,2005,.51103777,0,114,1458,Secteur_7,8,Non,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Satisfait,Un peu motivé,oui,Non,Non
00000004871,00000000000000000004871000,IP_4871,LOC71,Structure_71,878,PPSP_878,98,Femme,36,Non,1992,.57004178,0,114,1725,Secteur_1,3,Non,Oui,Oui,Très insatisfait,Satisfait,Satisfait,Très insatisfait,Un peu motivé,pas du tout,Non,Oui
00000004872,00000000000000000004872000,IP_4872,LOC72,Structure_72,695,PPSP_695,1858,Femme,26,Non,2016,.94361758,0,114,1572,Secteur_9,7,Non,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,pas du tout,Oui,Non
00000004873,00000000000000000004873000,IP_4873,LOC73,Structure_73,76,PPSP_76,1427,Femme,54,Non,2006,.92093575,0,109,1794,Secteur_2,3,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Très insatisfait,Motivé,pas du tout,Non,Non
00000004874,00000000000000000004874000,IP_4874,LOC74,Structure_74,420,PPSP_420,687,Homme,29,Non,2023,.17037229,0,85,1666,Secteur_2,7,Non,Non,Oui,Très satisfait,Très satisfait,Satisfait,Très satisfait,Pas dutout motivé,non,Oui,Oui
00000004875,00000000000000000004875000,IP_4875,LOC75,Structure_75,203,PPSP_203,1554,Homme,25,Non,2014,.84201354,0,74,1668,Secteur_7,5,Non,Non,Oui,Satisfait,Satisfait,Satisfait,Très satisfait,Motivé,oui,Non,Non
00000004876,00000000000000000004876000,IP_4876,LOC76,Structure_76,491,PPSP_491,810,Femme,36,Non,1985,.53088361,0,107,1553,Secteur_2,6,Oui,Non,Non,Très insatisfait,Satisfait,Satisfait,Satisfait,Motivé,non,Oui,Oui
00000004877,00000000000000000004877000,IP_4877,LOC77,Structure_77,872,PPSP_872,353,Homme,43,Non,1986,.19284703,0,72,1706,Secteur_2,8,Oui,Oui,Oui,Satisfait,Très insatisfait,Très insatisfait,Satisfait,Pas dutout motivé,pas du tout,Non,Oui
00000004878,00000000000000000004878000,IP_4878,LOC78,Structure_78,178,PPSP_178,772,Femme,31,Non,1998,.3631607,0,77,1527,Secteur_2,8,Non,Oui,Non,Très insatisfait,Très insatisfait,Très insatisfait,Satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000004879,00000000000000000004879000,IP_4879,LOC79,Structure_79,86,PPSP_86,273,Homme,38,Non,2005,.40084115,0,68,1529,Secteur_9,1,Oui,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Satisfait,Un peu motivé,oui,Oui,Non
00000004880,00000000000000000004880000,IP_4880,LOC80,Structure_80,273,PPSP_273,167,Homme,55,Non,2001,.93543464,0,127,1654,Secteur_3,3,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Non
00000004881,00000000000000000004881000,IP_4881,LOC81,Structure_81,936,PPSP_936,1793,Femme,22,Non,2000,.79229701,0,69,1613,Secteur_8,1,Oui,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Satisfait,Un peu motivé,non,Non,Non
00000004882,00000000000000000004882000,IP_4882,LOC82,Structure_82,203,PPSP_203,444,Femme,30,Non,2014,.013845497,0,79,1698,Secteur_9,2,Oui,Non,Non,Très insatisfait,Satisfait,Très satisfait,Très satisfait,Motivé,non,Non,Non
00000004883,00000000000000000004883000,IP_4883,LOC83,Structure_83,926,PPSP_926,195,Femme,50,Non,2008,.049658012,0,70,1571,Secteur_1,7,Non,Oui,Oui,Très insatisfait,Satisfait,Très insatisfait,Satisfait,Pas dutout motivé,non,Non,Non
00000004884,00000000000000000004884000,IP_4884,LOC84,Structure_84,845,PPSP_845,601,Femme,38,Non,2014,.66358161,0,111,1667,Secteur_2,7,Non,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très satisfait,Motivé,non,Oui,Oui
00000004885,00000000000000000004885000,IP_4885,LOC85,Structure_85,345,PPSP_345,310,Femme,49,Non,1990,.95179462,0,72,1576,Secteur_1,1,Oui,Non,Non,Très insatisfait,Très satisfait,Très insatisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Oui
00000004886,00000000000000000004886000,IP_4886,LOC86,Structure_86,148,PPSP_148,787,Homme,37,Oui,2012,.65220362,0,117,1639,Secteur_1,1,Oui,Non,Oui,Très insatisfait,Très insatisfait,Satisfait,Satisfait,Motivé,non,Oui,Oui
